id,choice
566872636,HSR
566873140,HSR
566874266,HSR
566874842,Walk
566881170,Walk
566907438,Walk
566910139,Walk
566916725,HSR
566917686,HSR
566920649,Walk
566921396,Walk
566923414,Car
566925472,Walk
566926418,Walk
566926630,HSR
566934082,Walk
566934436,Car
566934743,HSR
566935423,Walk
566936288,Walk
566936854,Walk
566938024,HSR
566939887,HSR
566941574,Car
566942436,Walk
566948283,HSR
566948713,HSR
566949396,Walk
566949890,Walk
566954431,HSR
566955248,Walk
566959464,Walk
566959744,HSR
566960891,Cycle
566962937,HSR
566962977,Car
566964478,Walk
566964997,HSR
566965817,Walk
566965845,Car
566967664,Walk
566969545,Walk
566970291,Walk
566973504,Car
566974650,Car
566981990,HSR
566986817,HSR
566989682,Car
566991188,Walk
566992428,Walk
566992458,HSR
566993038,Cycle
566993539,Car
566994221,Car
566997008,Walk
567000227,Walk
567002208,Walk
567010428,Walk
567011167,HSR
567012140,HSR
567012164,Car
567016985,Cycle
567020780,Walk
567021942,Walk
567021970,Car
567023968,Car
567025915,Walk
567026366,HSR
567031746,HSR
567031802,Cycle
567033839,HSR
567034403,Walk
567037859,Car
567038622,HSR
567046778,Car
567048973,Walk
567056763,Cycle
567058135,Walk
567061503,Walk
567061867,Walk
567061940,HSR
567067774,Walk
567069162,Walk
567078740,Walk
567078850,Car
567079297,Walk
567085838,Car
567094663,Car
567096769,Car
567103435,Walk
567103844,Walk
567109014,HSR
567114824,Walk
567117763,HSR
567119512,Walk
567120206,HSR
567123337,HSR
567126594,HSR
567161256,Walk
567164700,Car
567199518,Walk
567200585,Walk
567207375,Walk
567209040,Car
567213935,Walk
567217878,Car
567229226,HSR
567229705,Walk
567239348,HSR
567248383,Walk
567265539,HSR
567265561,HSR
567289736,Walk
567289806,Walk
567294979,Walk
567298189,Walk
567305742,HSR
567307649,Walk
567311100,Walk
567311823,Walk
567314105,HSR
567327816,HSR
567334887,Car
567335362,Cycle
567337006,Car
567341576,Walk
567343091,HSR
567348277,Walk
567351458,Walk
567351471,Walk
567352305,HSR
567352602,Walk
567352699,Walk
567352979,Walk
567352995,Walk
567353088,Walk
567353881,Walk
567354973,Walk
567356130,Walk
567356317,Car
567356674,Car
567357052,Walk
567358075,Walk
567358228,Walk
567359923,HSR
567363721,Walk
567364645,Walk
567389153,Walk
567389266,Walk
567391414,Cycle
567394026,Walk
567395676,Walk
567395776,HSR
567396163,Walk
567397915,Walk
567398392,Car
567398484,Walk
567399665,HSR
567401921,Walk
567402156,HSR
567402233,Walk
567402947,Car
567403579,Walk
567404366,Walk
567404972,Walk
567405149,Walk
567407303,Car
567407372,HSR
567409131,Walk
567410489,Walk
567410588,Walk
567410857,Walk
567412683,Car
567413852,HSR
567413998,Walk
567415945,HSR
567417948,Car
567418399,Walk
567418945,Walk
567420656,Walk
567420701,HSR
567420744,Walk
567420872,Walk
567422917,Walk
567425053,Walk
567425703,Car
567426899,HSR
567427693,Walk
567429131,Walk
567429307,Car
567429930,Walk
567430197,Cycle
567431074,Walk
567433435,Walk
567433779,Walk
567433866,Walk
567434529,Walk
567436000,Walk
567436501,Car
567436674,Car
567437185,Car
567438698,Walk
567438825,Walk
567439198,Walk
567440576,Walk
567441030,Car
567441353,Car
567442137,HSR
567443525,Car
567448553,Walk
567449578,Walk
567452936,Walk
567453700,Walk
567455150,HSR
567455623,Car
567457092,HSR
567457396,HSR
567458369,Walk
567460884,Car
567462740,Car
567462770,Walk
567464071,Walk
567464768,HSR
567469394,Cycle
567470180,Car
567470261,Walk
567473374,Walk
567473940,Walk
567475719,Walk
567476227,Walk
567476988,HSR
567480036,Walk
567481074,Walk
567481540,Cycle
567483637,HSR
567483819,Walk
567492658,HSR
567493345,HSR
567493866,Walk
567495213,Walk
567499323,Walk
567502419,Car
567502780,Walk
567507037,HSR
567511668,Cycle
567519369,Car
567522805,Car
567527753,HSR
567530554,Car
567530779,HSR
567531407,HSR
567535704,Car
567538921,Cycle
567539446,HSR
567540351,Walk
567540718,Walk
567541127,Walk
567542518,Walk
567543311,Walk
567544185,Walk
567548501,Car
567549851,Walk
567550466,Car
567551722,Car
567552465,Walk
567554396,Walk
567557739,Car
567558085,Walk
567561069,Walk
567565704,Walk
567570739,Walk
567571140,Walk
567574050,Walk
567575427,Walk
567576043,Car
567577282,Walk
567579233,Walk
567581357,Car
567583352,Walk
567585120,Walk
567595299,HSR
567595791,Walk
567596879,Car
567598570,Walk
567600588,Walk
567602322,Walk
567603076,Walk
567620716,HSR
567621305,Car
567627081,Walk
567627556,HSR
567633637,Walk
567645569,Walk
567653798,Walk
567655616,Car
567656262,Walk
567657604,HSR
567658556,Walk
567669002,HSR
567672319,Walk
567672577,HSR
567681445,Cycle
567684894,Car
567696907,Walk
567700144,HSR
567703819,Walk
567706966,Cycle
567708491,Walk
567716296,Cycle
567716567,Walk
567725431,Car
567730953,Walk
567733294,Walk
567735550,Car
567739865,Car
567741102,Cycle
567752906,HSR
567757997,HSR
567763460,Cycle
567766092,HSR
567769163,HSR
567769338,HSR
567769452,HSR
567773447,Car
567775701,Car
567776222,Walk
567780973,Car
567781317,Walk
567785957,HSR
567788800,Walk
567790385,Car
567790389,Walk
567795247,Walk
567800214,Car
567800576,Walk
567801317,Car
567801705,Car
567809825,Walk
567810459,Car
567811847,Car
567812891,HSR
567812901,Walk
567813867,Walk
567814118,Car
567814211,Walk
567814618,Walk
567815240,Walk
567816209,Walk
567816394,Walk
567816641,Cycle
567817239,Walk
567817539,Walk
567819494,Walk
567820270,Walk
567820589,Walk
567820932,HSR
567822696,Car
567824807,Walk
567825736,Walk
567827211,Car
567829197,HSR
567829799,Walk
567839317,Walk
567844647,Car
567849435,HSR
567849800,Walk
567851677,Walk
567854151,HSR
567855628,Walk
567857244,Cycle
567857376,HSR
567857730,Walk
567860748,Car
567862285,Walk
567862891,Walk
567862903,Walk
567862911,Car
567864475,HSR
567865570,HSR
567866980,Car
567868204,Walk
567869826,Walk
567871359,Walk
567872966,Car
567873529,Car
567875252,Walk
567875966,Walk
567876582,Walk
567878084,Car
567878838,HSR
567880473,Car
567880671,HSR
567881004,Walk
567881904,HSR
567881998,Walk
567882082,Car
567884916,Walk
567886358,Car
567887049,Walk
567889573,Walk
567891129,Walk
567891573,Car
567891710,HSR
567892209,Car
567892348,HSR
567892483,Walk
567895923,Walk
567896425,Walk
567898333,Walk
567899369,Walk
567899372,HSR
567899399,Walk
567900969,HSR
567901885,Car
567902526,HSR
567905599,Car
567906427,Walk
567906724,HSR
567908034,Walk
567908600,Walk
567908992,Walk
567910573,Walk
567911169,Car
567913135,Walk
567914666,HSR
567915025,HSR
567915263,Car
567916755,Walk
567918224,Walk
567919507,Car
567920051,Car
567920389,Walk
567920473,HSR
567921957,Walk
567922581,Walk
567923814,Walk
567926346,HSR
567927073,HSR
567929161,Cycle
567929191,Car
567930139,Walk
567930653,Car
567930720,Walk
567931361,HSR
567931490,Walk
567931612,Car
567936115,HSR
567939031,HSR
567939818,Car
567942315,Walk
567942829,Walk
567943804,Walk
567946094,Walk
567947068,Car
567947562,Walk
567949477,HSR
567949982,Walk
567951207,Walk
567952420,Walk
567954353,Walk
567954890,Car
567956307,Walk
567958455,HSR
567960506,Walk
567961060,Walk
567961867,Car
567962181,Car
567962671,Walk
567963136,Walk
567963722,Car
567963925,Walk
567964093,Car
567964743,Walk
567966667,Walk
567968269,Car
567968557,Walk
567968656,Walk
567969676,Car
567972533,Walk
567973396,HSR
567975061,HSR
567979417,Walk
567981903,HSR
567982869,HSR
567988862,Walk
567990788,HSR
567994742,HSR
567999971,Walk
568000042,Car
568000500,Cycle
568003519,Walk
568005540,HSR
568005723,Walk
568006380,Car
568008847,Walk
568010947,Walk
568011581,Walk
568013711,HSR
568014500,Walk
568016677,Walk
568016899,Walk
568021424,Walk
568024579,Car
568025475,Car
568027348,HSR
568029623,HSR
568030596,Walk
568031777,Walk
568034579,Car
568040225,HSR
568043032,Walk
568044496,Car
568047400,Walk
568050009,HSR
568052881,Cycle
568053163,Walk
568067159,Walk
568067789,Walk
568082833,Walk
568090623,HSR
568091611,Car
568092061,Walk
568099991,HSR
568102076,Walk
568104409,Walk
568113319,Car
568120331,Walk
568121896,Walk
568125653,HSR
568128482,Walk
568128935,HSR
568130497,HSR
568132313,HSR
568138833,HSR
568141139,Car
568147312,HSR
568147616,Walk
568148146,Walk
568150766,HSR
568151155,Walk
568161329,Walk
568171123,Car
568173974,Car
568176455,HSR
568179909,HSR
568180774,Walk
568181900,Walk
568187498,Walk
568188446,HSR
568200635,HSR
568208327,HSR
568209129,HSR
568213894,Car
568214826,HSR
568214936,HSR
568222628,Walk
568224296,Car
568224371,HSR
568229361,Walk
568230170,Car
568238140,Walk
568238503,Walk
568241747,Walk
568243779,Walk
568245403,Car
568247761,Car
568255415,HSR
568260249,Walk
568262246,HSR
568263094,Car
568264093,Walk
568272479,Walk
568288262,Walk
568298880,Walk
568299119,Walk
568303398,Car
568303958,Car
568312285,HSR
568312617,HSR
568314004,Walk
568317977,Walk
568319984,Walk
568322344,HSR
568323741,HSR
568328515,HSR
568329332,Car
568331530,Cycle
568333524,Walk
568334828,HSR
568335462,Walk
568335988,HSR
568336998,Walk
568339671,Walk
568339960,Walk
568340633,Car
568340768,Walk
568342929,Walk
568347094,Car
568349736,Car
568351855,Cycle
568354271,Walk
568355125,Walk
568355835,Walk
568356054,HSR
568361862,Walk
568362249,HSR
568363008,Walk
568372124,HSR
568377136,Cycle
568378871,Walk
568381187,Walk
568381252,Car
568381367,Walk
568382378,Walk
568384516,HSR
568390977,HSR
568393238,Cycle
568394303,Walk
568394316,HSR
568394660,Walk
568396289,HSR
568396485,Walk
568396951,HSR
568398296,Walk
568401917,HSR
568403790,Car
568411591,HSR
568417367,Car
568425379,Car
568438895,Car
568443677,Car
568449072,Walk
568455295,Walk
568458574,Car
568461519,Walk
568465588,Walk
568466594,HSR
568467908,Walk
568469795,Walk
568477892,Walk
568492254,Walk
568494858,Car
568498958,HSR
568512622,Car
568512788,Car
568512840,HSR
568514651,HSR
568515190,HSR
568516418,Car
568541014,HSR
568545665,Car
568548906,Walk
568548964,Walk
568552829,Car
568572704,Walk
568578296,Walk
568579073,Car
568586048,HSR
568589161,Car
568589318,Car
568591553,Car
568593852,Car
568603370,Walk
568605404,HSR
568614514,Walk
568616599,Car
568622769,Walk
568623738,Car
568637849,Walk
568638921,HSR
568648012,Walk
568651751,Walk
568652026,Walk
568658185,Walk
568658753,Walk
568658790,HSR
568658948,Walk
568659383,Walk
568659766,Walk
568660377,HSR
568660984,Walk
568661557,Walk
568664843,Car
568670268,Walk
568677591,Walk
568679910,Car
568680413,Walk
568681701,Car
568682396,Walk
568682458,HSR
568682545,Car
568684244,Car
568685146,Walk
568686615,HSR
568686765,Walk
568686964,Walk
568689183,HSR
568690187,Car
568690306,Car
568691644,HSR
568692019,Walk
568692671,HSR
568692713,HSR
568693581,HSR
568694497,HSR
568696247,Walk
568697878,Walk
568698300,HSR
568698591,Walk
568698852,Cycle
568699501,Car
568699502,Walk
568700124,Walk
568700711,HSR
568701126,Walk
568702058,Walk
568702571,Walk
568702852,Walk
568702911,Car
568706314,HSR
568712858,Car
568714476,Walk
568714908,Walk
568716354,Car
568718204,Walk
568719022,Walk
568719262,Walk
568723058,Walk
568724152,HSR
568724219,HSR
568726789,Car
568727347,Walk
568727885,Walk
568729285,HSR
568730114,HSR
568732110,Car
568733117,HSR
568735685,Walk
568736761,Walk
568736893,Walk
568737859,Walk
568738037,Cycle
568739517,HSR
568741924,HSR
568742671,HSR
568742829,HSR
568743236,Walk
568745509,Walk
568749169,Car
568752847,Car
568754434,Car
568757075,HSR
568760847,HSR
568761151,Walk
568761403,Walk
568761749,Car
568762034,Walk
568762957,Car
568763478,Walk
568766913,Car
568768738,Walk
568770079,HSR
568770613,Walk
568770649,Walk
568776964,Walk
568776996,Walk
568779875,Walk
568784793,Walk
568784973,Walk
568785312,Walk
568787000,Walk
568788816,Walk
568790731,HSR
568790935,Walk
568793016,HSR
568793287,HSR
568795985,Walk
568802049,Walk
568806355,Walk
568809890,Walk
568810214,Walk
568811859,Walk
568813477,Walk
568815534,Car
568818345,Walk
568819189,Walk
568822718,Car
568827716,Walk
568844042,Walk
568849607,Car
568851301,Walk
568857158,Car
568860861,HSR
568861563,Walk
568865649,Car
568870663,Car
568872348,Walk
568873075,Cycle
568873759,HSR
568874671,Car
568878033,Walk
568884292,Car
568887832,Walk
568888527,Walk
568891371,Walk
568892652,Walk
568896760,HSR
568898385,Walk
568899411,Walk
568900576,Car
568905786,Walk
568906663,Walk
568907383,Walk
568908620,Walk
568914745,Walk
568917784,Walk
568918020,Walk
568918834,Walk
568919354,HSR
568920680,Walk
568923070,Car
568924877,Car
568926324,Walk
568928790,Walk
568932617,Walk
568935324,Walk
568936105,Walk
568937092,HSR
568937334,Car
568939801,HSR
568961607,Walk
568962749,Car
568963601,Walk
568968519,HSR
568969083,HSR
568969241,Walk
568980218,HSR
568980619,Cycle
568982728,Cycle
568994049,Walk
569039049,Walk
569044921,HSR
569070203,Walk
569076888,HSR
569095626,Walk
569116680,HSR
569124795,Walk
569125022,HSR
569135732,HSR
569146915,Walk
569165176,Walk
569170454,HSR
569173520,Walk
569202811,HSR
569212158,HSR
569232227,Walk
569236387,Cycle
569236496,HSR
569241741,Car
569244187,HSR
569282936,Walk
569286866,Car
569314235,Walk
569317501,Walk
569324751,HSR
569336488,Walk
569344602,Walk
569355083,HSR
569360174,HSR
569362114,Walk
569381511,Walk
569417354,HSR
569428220,Car
569435361,HSR
569444206,Car
569446680,Walk
569452244,Walk
569502468,Walk
569518371,Walk
569534402,Walk
569538354,Car
569546171,HSR
569559200,Walk
569566149,HSR
569573033,HSR
569601937,Walk
569609802,Walk
569642351,Cycle
569643773,Walk
569689267,Walk
569739322,HSR
569766945,Car
569779798,Walk
569783993,HSR
569785715,Walk
569795182,HSR
569814904,Car
569819809,Car
569831460,Walk
569889281,Walk
569942361,HSR
569968140,Walk
569968308,Walk
569978326,Cycle
570019078,HSR
570020561,Walk
570047932,Walk
570126666,HSR
570133386,HSR
570223110,Walk
570261525,HSR
570310903,Car
570339495,Car
570346529,Car
570453668,Car
570454915,HSR
570466851,Walk
570470750,Car
570522318,HSR
570558066,HSR
570583465,Car
570584892,Car
570627794,Walk
570630713,Walk
570664759,Car
570714307,HSR
570742171,Walk
570756472,Walk
570911793,Walk
570971360,HSR
570979113,Walk
571042180,Walk
571068772,Walk
571171615,Car
571185353,HSR
571256653,Walk
571257371,Walk
571307085,Walk
571397168,Walk
571398151,Car
571398887,HSR
571407756,Car
571414900,Walk
571417371,Walk
571424374,HSR
571441979,Car
571451647,Walk
571453021,HSR
571454775,Walk
571483964,Walk
571494470,Walk
571494693,HSR
571498813,Walk
571504794,HSR
571508483,Car
571512875,Car
571518550,Walk
571530625,Walk
571593494,Car
571623759,HSR
571693305,Walk
571709441,Car
571767665,Walk
571868453,Car
571899792,Walk
571980559,Walk
571982328,Car
572117770,Walk
572223810,Car
572273354,Walk
572386934,Walk
572409527,HSR
572487503,Walk
572510295,Cycle
572598024,HSR
572691054,Walk
572710194,Cycle
572883356,HSR
572966854,HSR
572983133,Car
573160882,Walk
573837389,Walk
574000466,Walk
574018982,Walk
574062934,HSR
574093805,Walk
574181928,HSR
574214622,Car
574219098,Cycle
574310821,Car
574326976,Walk
574361122,Walk
574377723,Walk
574384167,Walk
574387358,Car
574400092,Walk
574410261,Car
574412110,Walk
574421500,Walk
574440304,Walk
574458335,HSR
574470429,Car
574471898,Car
574486612,Car
574496829,Walk
574518684,Walk
574542233,HSR
574542249,Walk
574551847,Walk
574590552,Car
574590587,HSR
574612394,Walk
574756244,HSR
574760116,Walk
574762330,HSR
574806175,Car
574832960,Walk
574835079,Walk
574836083,Car
574851524,Car
574852940,Car
574853190,Car
574854347,Walk
574857863,HSR
574877093,Car
574880110,Walk
574883819,Car
574892773,HSR
574896514,Walk
574905265,Walk
574922045,Walk
574924676,Walk
574926818,Walk
574937816,Walk
574942327,Walk
574943559,Walk
574967767,Walk
574979794,HSR
574983686,Car
574993202,Walk
574996380,HSR
575003893,Walk
575025995,Walk
575057381,Walk
575085137,Walk
575090055,Walk
575096105,Car
575129774,Walk
575139393,HSR
575144839,Walk
575151122,Walk
575163465,HSR
575168542,Walk
575179870,Car
575188051,Cycle
575196878,Walk
575199626,HSR
575212501,Car
575214617,Walk
575235776,Walk
575244872,Car
575258158,Walk
575265076,Cycle
575265308,Walk
575265317,HSR
575267461,Cycle
575267551,Walk
575267580,HSR
575268082,Walk
575268612,HSR
575268687,Walk
575272512,HSR
575272585,Walk
575272587,Walk
575277075,Walk
575314398,Cycle
575314967,Walk
575314976,Walk
575315070,Walk
575317286,HSR
575318738,Car
575322214,Walk
575324270,Car
575327533,Walk
575327715,HSR
575331956,HSR
575333794,Walk
575338122,Walk
575346176,HSR
575350769,Walk
575353650,Walk
575359967,HSR
575361025,Walk
575366579,Car
575368630,HSR
575371914,HSR
575378666,Cycle
575381441,Car
575383866,Walk
575397029,Walk
575401496,HSR
575402066,Walk
575402275,HSR
575404205,Walk
575415453,HSR
575416159,Walk
575418572,Walk
575425113,Walk
575428539,HSR
575431990,Walk
575432252,Car
575432883,Walk
575436907,Car
575458147,HSR
575464424,Walk
575468190,Walk
575470562,Walk
575483076,Car
575486178,Walk
575492467,Walk
575494068,Walk
575506686,HSR
575511351,Walk
575541716,Walk
575542212,Walk
575556448,HSR
575560705,Walk
575570840,HSR
575582394,HSR
575592437,Walk
575596673,Walk
575621852,Walk
575627364,Walk
575640286,Walk
575643104,Walk
575658929,HSR
575677086,Walk
575710636,Walk
575714982,Walk
575731031,Walk
575745189,Walk
575746537,Walk
575751677,Car
575753735,Walk
575768750,HSR
575769571,Car
575770369,Walk
575770571,Walk
575771533,Walk
575772506,Walk
575773207,Walk
575773843,Walk
575774482,HSR
575777278,Walk
575816815,Walk
575821491,HSR
575831500,Car
575833080,Car
575835887,Walk
575838511,Walk
575843468,Car
575845621,Walk
575849023,Car
575854798,Walk
575856879,Car
575858460,Walk
575861838,Walk
575864122,Walk
575875078,Car
575875755,Walk
575876619,HSR
575877191,Walk
575877833,Car
575882980,HSR
575885903,Walk
575887271,Car
575887652,Walk
575888893,HSR
575889035,Car
575889553,Walk
575889919,Car
575892446,HSR
575894627,Walk
575894809,HSR
575895424,Walk
575895669,Walk
575897207,Walk
575898917,HSR
575899275,HSR
575901042,HSR
575902145,HSR
575905554,Car
575919870,Walk
575922506,HSR
575928145,HSR
575930246,Walk
575934197,Walk
575937146,Walk
575942773,HSR
575945887,Walk
575945954,Walk
575953729,HSR
575962349,Walk
575965417,Walk
575968327,HSR
575969769,Walk
575970708,Walk
575985363,Walk
575993263,HSR
575994093,Walk
576001801,Walk
576008635,HSR
576023438,Car
576032880,Walk
576034998,HSR
576053324,Car
576053639,Walk
576062090,Walk
576064539,Walk
576071060,Cycle
576071159,Walk
576074568,HSR
576092094,HSR
576094846,HSR
576099696,Walk
576110375,HSR
576117429,HSR
576127441,Walk
576131275,HSR
576198910,Walk
576218668,HSR
576234484,HSR
576243116,Walk
576273898,Walk
576278487,Walk
576281819,Walk
576286455,Walk
576356204,Walk
576372154,Car
576374711,Walk
576385471,HSR
576408847,HSR
576420361,Car
576421980,Walk
576425203,Walk
576428102,Walk
576430526,Walk
576440402,Car
576453822,Walk
576463293,Walk
576472420,Walk
576511559,Cycle
576523356,Car
576572775,Walk
576573463,HSR
576597558,Walk
576647400,Walk
576698472,Walk
576706427,Walk
576707946,Car
576710819,Car
576716390,Walk
576725966,Walk
576726685,Walk
576729005,Walk
576732146,Walk
576737534,Walk
576756923,Walk
576760782,Cycle
576765371,Walk
576765446,Car
576767489,Car
576769331,Walk
576771191,HSR
576773343,Walk
576775566,HSR
576776590,HSR
576780093,Car
576783764,Car
576785384,Car
576785801,Walk
576789926,HSR
576792209,HSR
576792489,Car
576796246,Walk
576797676,Walk
576797989,Walk
576798193,Walk
576798483,Car
576799544,HSR
576799724,Walk
576802523,Walk
576803622,Walk
576803726,HSR
576805651,Walk
576807103,HSR
576814185,HSR
576817669,Walk
576818485,Cycle
576819601,Walk
576825289,Car
576828657,Walk
576829015,Car
576832257,Walk
576833871,Walk
576840676,Walk
576841840,Walk
576848956,Car
576858924,Walk
576867881,Walk
576874194,Car
576874570,HSR
576874642,Walk
576876078,HSR
576880480,Car
576883264,HSR
576883987,HSR
576891052,HSR
576892852,Car
576899698,Cycle
576903779,Walk
576928862,Walk
576950946,Walk
576963584,Walk
576969124,HSR
576978513,Car
577006960,Walk
577015573,HSR
577018724,Walk
577033658,Walk
577033761,Car
577055171,Walk
577061194,Walk
577168496,Walk
577224584,HSR
577239169,HSR
577405720,Walk
577424804,Walk
577549360,Walk
577558762,Walk
577609088,Car
577627465,HSR
577809626,Walk
577828998,HSR
577863145,Car
577872781,Walk
577915293,Car
577964209,HSR
578035390,Walk
578040770,Walk
578053591,HSR
578326273,Walk
578357157,Walk
578665649,Car
578805491,Car
578814797,HSR
578957432,Walk
579135346,Car
579243356,Car
579276586,Car
579656427,HSR
580038936,Walk
580086437,Walk
580097405,Car
580214764,HSR
580579314,Car
580673924,HSR
581707924,HSR
582011621,HSR
582600991,Car
583175916,Walk
583197402,Walk
584418680,HSR
587459030,HSR
587675235,Car
